time	L2Error	H1Error
0.39625	0.00288623	0.0896596
0.396875	0.00288804	0.0897157
0.3975	0.00288985	0.0897718
0.398125	0.00289166	0.0898279
0.39875	0.00289346	0.0898841
0.399375	0.00289527	0.0899403
0.4	0.00289709	0.0899965
0.400625	0.0028989	0.0900528
0.40125	0.00290071	0.0901091
0.401875	0.00290253	0.0901654
0.4025	0.00290434	0.0902218
0.403125	0.00290616	0.0902782
0.40375	0.00290798	0.0903346
0.404375	0.0029098	0.0903911
0.405	0.00291162	0.0904476
0.405625	0.00291344	0.0905041
0.40625	0.00291526	0.0905607
0.406875	0.00291709	0.0906173
0.4075	0.00291891	0.090674
0.408125	0.00292074	0.0907307
0.40875	0.00292257	0.0907874
0.409375	0.00292439	0.0908442
0.41	0.00292622	0.090901
0.410625	0.00292805	0.0909578
0.41125	0.00292989	0.0910147
0.411875	0.00293172	0.0910716
0.4125	0.00293355	0.0911285
0.413125	0.00293539	0.0911855
0.41375	0.00293722	0.0912425
0.414375	0.00293906	0.0912995
0.415	0.0029409	0.0913566
0.415625	0.00294274	0.0914137
0.41625	0.00294458	0.0914709
0.416875	0.00294642	0.0915281
0.4175	0.00294827	0.0915853
0.418125	0.00295011	0.0916425
0.41875	0.00295195	0.0916998
0.419375	0.0029538	0.0917572
0.42	0.00295565	0.0918145
0.420625	0.0029575	0.0918719
0.42125	0.00295935	0.0919294
0.421875	0.0029612	0.0919869
0.4225	0.00296305	0.0920444
0.423125	0.0029649	0.0921019
0.42375	0.00296676	0.0921595
0.424375	0.00296861	0.0922171
0.425	0.00297047	0.0922748
0.425625	0.00297233	0.0923325
0.42625	0.00297419	0.0923902
0.426875	0.00297605	0.0924479
0.4275	0.00297791	0.0925057
0.428125	0.00297977	0.0925636
0.42875	0.00298164	0.0926214
0.429375	0.0029835	0.0926793
0.43	0.00298537	0.0927373
0.430625	0.00298723	0.0927953
0.43125	0.0029891	0.0928533
0.431875	0.00299097	0.0929113
0.4325	0.00299284	0.0929694
0.433125	0.00299471	0.0930275
0.43375	0.00299659	0.0930857
0.434375	0.00299846	0.0931439
0.435	0.00300034	0.0932021
0.435625	0.00300221	0.0932604
0.43625	0.00300409	0.0933187
0.436875	0.00300597	0.0933771
0.4375	0.00300785	0.0934354
0.438125	0.00300973	0.0934938
0.43875	0.00301161	0.0935523
0.439375	0.0030135	0.0936108
0.44	0.00301538	0.0936693
0.440625	0.00301727	0.0937279
0.44125	0.00301915	0.0937865
0.441875	0.00302104	0.0938451
0.4425	0.00302293	0.0939038
0.443125	0.00302482	0.0939625
0.44375	0.00302671	0.0940212
0.444375	0.00302861	0.09408
0.445	0.0030305	0.0941388
0.445625	0.0030324	0.0941977
0.44625	0.00303429	0.0942566
0.446875	0.00303619	0.0943155
0.4475	0.00303809	0.0943745
0.448125	0.00303999	0.0944335
0.44875	0.00304189	0.0944925
0.449375	0.00304379	0.0945516
0.45	0.0030457	0.0946107
0.450625	0.0030476	0.0946699
0.45125	0.00304951	0.094729
0.451875	0.00305141	0.0947883
0.4525	0.00305332	0.0948475
0.453125	0.00305523	0.0949068
0.45375	0.00305714	0.0949662
0.454375	0.00305905	0.0950255
0.455	0.00306097	0.0950849
0.455625	0.00306288	0.0951444
0.45625	0.0030648	0.0952039
0.456875	0.00306671	0.0952634
0.4575	0.00306863	0.095323
0.458125	0.00307055	0.0953825
0.45875	0.00307247	0.0954422
0.459375	0.00307439	0.0955019
0.46	0.00307631	0.0955616
0.460625	0.00307824	0.0956213
0.46125	0.00308016	0.0956811
0.461875	0.00308209	0.0957409
0.4625	0.00308402	0.0958008
0.463125	0.00308594	0.0958607
0.46375	0.00308787	0.0959206
0.464375	0.0030898	0.0959806
0.465	0.00309174	0.0960406
0.465625	0.00309367	0.0961006
0.46625	0.0030956	0.0961607
0.466875	0.00309754	0.0962208
0.4675	0.00309948	0.096281
0.468125	0.00310141	0.0963412
0.46875	0.00310335	0.0964014
0.469375	0.00310529	0.0964617
0.47	0.00310724	0.096522
0.470625	0.00310918	0.0965823
0.47125	0.00311112	0.0966427
0.471875	0.00311307	0.0967031
0.4725	0.00311502	0.0967636
0.473125	0.00311696	0.0968241
0.47375	0.00311891	0.0968846
0.474375	0.00312086	0.0969452
0.475	0.00312281	0.0970058
0.475625	0.00312477	0.0970664
0.47625	0.00312672	0.0971271
0.476875	0.00312868	0.0971878
0.4775	0.00313063	0.0972486
0.478125	0.00313259	0.0973094
0.47875	0.00313455	0.0973702
0.479375	0.00313651	0.0974311
0.48	0.00313847	0.097492
0.480625	0.00314043	0.097553
0.48125	0.0031424	0.097614
0.481875	0.00314436	0.097675
0.4825	0.00314633	0.0977361
0.483125	0.00314829	0.0977972
0.48375	0.00315026	0.0978583
0.484375	0.00315223	0.0979195
0.485	0.0031542	0.0979807
0.485625	0.00315618	0.098042
0.48625	0.00315815	0.0981033
0.486875	0.00316012	0.0981646
0.4875	0.0031621	0.098226
0.488125	0.00316408	0.0982874
0.48875	0.00316606	0.0983488
0.489375	0.00316803	0.0984103
0.49	0.00317002	0.0984718
0.490625	0.003172	0.0985334
0.49125	0.00317398	0.098595
0.491875	0.00317597	0.0986566
0.4925	0.00317795	0.0987183
0.493125	0.00317994	0.09878
0.49375	0.00318193	0.0988418
0.494375	0.00318392	0.0989036
0.495	0.00318591	0.0989654
0.495625	0.0031879	0.0990273
0.49625	0.00318989	0.0990892
0.496875	0.00319189	0.0991512
0.4975	0.00319388	0.0992132
0.498125	0.00319588	0.0992752
0.49875	0.00319788	0.0993372
0.499375	0.00319988	0.0993994
0.5	0.00320188	0.0994615
0.500625	0.00320388	0.0995237
0.50125	0.00320588	0.0995859
0.501875	0.00320789	0.0996482
0.5025	0.00320989	0.0997105
0.503125	0.0032119	0.0997728
0.50375	0.00321391	0.0998352
0.504375	0.00321592	0.0998976
0.505	0.00321793	0.0999601
0.505625	0.00321994	0.100023
0.50625	0.00322195	0.100085
0.506875	0.00322397	0.100148
0.5075	0.00322598	0.10021
0.508125	0.003228	0.100273
0.50875	0.00323002	0.100336
0.509375	0.00323204	0.100398
0.51	0.00323406	0.100461
0.510625	0.00323608	0.100524
0.51125	0.00323811	0.100587
0.511875	0.00324013	0.10065
0.5125	0.00324216	0.100713
0.513125	0.00324418	0.100776
0.51375	0.00324621	0.100839
0.514375	0.00324824	0.100902
0.515	0.00325027	0.100965
0.515625	0.0032523	0.101028
0.51625	0.00325434	0.101091
0.516875	0.00325637	0.101154
0.5175	0.00325841	0.101217
0.518125	0.00326045	0.101281
0.51875	0.00326248	0.101344
0.519375	0.00326452	0.101407
0.52	0.00326657	0.101471
0.520625	0.00326861	0.101534
